date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-05,15.0,16.0,3,2026-09-07T16:57:23.022074Z
2026-09-06,14.0,24.0,45,2026-09-07T23:17:55.962337Z
2026-09-07,14.0,22.0,28,2026-09-07T23:17:55.962337Z
