date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,11.0,22.0,35,2026-09-08T06:19:38.374705Z
2026-09-07,16.0,26.0,48,2026-09-08T11:37:53.428526Z
2026-09-08,16.0,19.0,28,2026-09-08T11:37:53.428526Z
