date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,23.0,33.0,11,2026-09-08T01:04:37.394655Z
2026-09-07,20.0,32.0,24,2026-09-08T01:04:37.394655Z
2026-09-08,22.0,25.0,9,2026-09-08T01:04:37.394655Z
