date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,25.0,32.20,26,2026-09-08T06:19:38.374705Z
2026-09-07,24.0,32.80,30,2026-09-08T06:19:38.374705Z
2026-09-08,26.10,26.70,3,2026-09-08T06:19:38.374705Z
