date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,31.0,36.0,11,2026-09-08T01:04:37.394655Z
2026-09-07,27.0,37.0,24,2026-09-08T22:25:19.277467Z
2026-09-08,28.0,37.0,24,2026-09-08T22:25:19.277467Z
2026-09-09,29.0,32.0,7,2026-09-08T22:25:19.277467Z
