date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,22.0,29.0,21,2026-09-08T01:04:37.394655Z
2026-09-07,20.0,28.0,48,2026-09-08T01:04:37.394655Z
2026-09-08,19.0,24.0,21,2026-09-08T01:04:37.394655Z
