date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,26.0,30.0,23,2026-09-07T16:18:04.209366Z
2026-09-07,24.0,30.0,48,2026-09-07T16:18:04.209366Z
2026-09-08,25.0,25.0,1,2026-09-07T16:18:04.209366Z
