date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,27.0,31.0,28,2026-09-08T01:04:37.394655Z
2026-09-07,26.0,31.0,48,2026-09-08T22:25:19.277467Z
2026-09-08,27.0,32.0,48,2026-09-08T22:25:19.277467Z
2026-09-09,27.0,28.0,8,2026-09-08T22:25:19.277467Z
