date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-05,22.20,22.80,2,2026-09-07T16:57:23.022074Z
2026-09-06,19.40,24.40,29,2026-09-08T16:09:57.905346Z
2026-09-07,22.20,28.90,24,2026-09-08T19:30:45.081412Z
2026-09-08,23.90,27.80,19,2026-09-08T19:30:45.081412Z
