date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,13.0,18.0,35,2026-09-07T23:17:55.962337Z
2026-09-07,8.0,21.0,48,2026-09-07T23:17:55.962337Z
2026-09-08,14.0,15.0,3,2026-09-07T23:17:55.962337Z
