date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,19.0,29.0,33,2026-09-08T06:19:38.374705Z
2026-09-07,20.0,26.0,48,2026-09-08T06:19:38.374705Z
2026-09-08,21.0,22.0,19,2026-09-08T06:19:38.374705Z
