date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,24.0,29.0,10,2026-09-07T20:25:02.625917Z
2026-09-07,22.0,29.0,16,2026-09-07T20:25:02.625917Z
2026-09-08,20.0,21.0,6,2026-09-07T20:25:02.625917Z
