date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,24.0,25.0,34,2026-09-07T20:25:02.625917Z
2026-09-07,22.0,31.0,45,2026-09-07T20:25:02.625917Z
2026-09-08,22.0,23.0,5,2026-09-07T20:25:02.625917Z
