date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,15.0,27.0,37,2026-09-07T23:17:55.962337Z
2026-09-07,18.0,25.0,48,2026-09-07T23:17:55.962337Z
2026-09-08,19.0,19.0,1,2026-09-07T23:17:55.962337Z
