date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,29.0,33.0,23,2026-09-08T01:04:37.394655Z
2026-09-07,28.0,33.0,48,2026-09-08T01:04:37.394655Z
2026-09-08,28.0,29.0,19,2026-09-08T01:04:37.394655Z
