date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,26.0,28.0,11,2026-09-07T18:36:36.838930Z
2026-09-07,27.0,31.0,24,2026-09-07T18:36:36.838930Z
2026-09-08,28.0,28.0,3,2026-09-07T18:36:36.838930Z
