date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,22.20,34.40,23,2026-09-08T11:37:53.428526Z
2026-09-07,22.20,27.80,28,2026-09-09T10:00:43.609198Z
2026-09-08,21.70,31.10,24,2026-09-09T10:00:43.609198Z
2026-09-09,21.70,24.40,7,2026-09-09T10:00:43.609198Z
