date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,25.0,31.0,26,2026-09-08T11:37:53.428526Z
2026-09-07,25.0,32.0,25,2026-09-09T00:27:07.278817Z
2026-09-08,26.0,34.0,21,2026-09-09T00:27:07.278817Z
