date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-05,16.10,16.10,2,2026-09-07T16:57:23.022074Z
2026-09-06,15.60,21.70,27,2026-09-07T18:36:36.838930Z
2026-09-07,13.90,18.90,12,2026-09-07T18:36:36.838930Z
