date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,10.0,16.0,38,2026-09-08T01:04:37.394655Z
2026-09-07,9.0,13.0,54,2026-09-08T01:04:37.394655Z
2026-09-08,7.0,9.0,9,2026-09-08T01:04:37.394655Z
