date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,30.0,35.0,11,2026-09-08T01:04:37.394655Z
2026-09-07,27.0,32.0,24,2026-09-08T16:09:57.905346Z
2026-09-08,24.0,29.0,24,2026-09-08T16:09:57.905346Z
2026-09-09,27.0,27.0,1,2026-09-08T16:09:57.905346Z
