date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,22.0,30.0,11,2026-09-07T23:17:55.962337Z
2026-09-07,19.0,30.0,24,2026-09-07T23:17:55.962337Z
2026-09-08,19.0,22.0,8,2026-09-07T23:17:55.962337Z
