date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,22.0,23.0,21,2026-09-08T01:04:37.394655Z
2026-09-07,22.0,24.0,48,2026-09-08T06:19:38.374705Z
2026-09-08,23.0,28.0,31,2026-09-08T06:19:38.374705Z
