date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-06,7.0,15.0,33,2026-09-08T06:19:38.374705Z
2026-09-07,2.0,17.0,48,2026-09-08T19:30:45.081412Z
2026-09-08,14.0,17.0,46,2026-09-08T19:30:45.081412Z
