date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-05,23.0,23.0,2,2026-09-07T16:57:23.022074Z
2026-09-06,15.60,33.30,28,2026-09-07T19:07:15.405227Z
2026-09-07,18.40,27.80,13,2026-09-07T19:07:15.405227Z
