date,obs_min_c,obs_max_c,sample_count,updated_at_utc
2026-09-05,14.40,17.20,2,2026-09-07T16:57:23.022074Z
2026-09-06,12.80,22.80,24,2026-09-08T11:37:53.428526Z
2026-09-07,13.90,21.10,29,2026-09-08T11:37:53.428526Z
2026-09-08,14.40,15.60,5,2026-09-08T11:37:53.428526Z
